prompt_id,text,status
03223,মুনাইয়ের শাশুড়িও একই কথা বলল।,pending
03224,উনি একেবারেই শান্ত মানুষ।,pending
03225,হাতলে চাপ দিয়ে দরজা খুলে ফেলে তন্ময়।,pending
03226,আত্রেয়ী মদ খায়নি কোনোদিন।,pending
03227,হঠাৎ সিঁড়ির চাতাল থেকে কে যেন সরে যায়।,pending
03228,উস ঘটনাকে বাদ মিতালি দিদি ভি নেহি আয়ে।,pending
03229,তন্ময় দরজার ছিটকিনি দিয়ে ওপরে উঠে যায়।,pending
03230,দোতলায় উঠেই চৌকো মতো একটা জায়গা।,pending
03231,ঘরটা ঘুটঘুটে অন্ধকার হয়ে গেল।,pending
03232,বলেই ফোনটা রিসিভ করল তন্ময়।,pending
03233,প্রথম যেদিন এই ঘরে এসেছিল।,pending
03234,মুহূর্তে ভ্ৰটা কুঁচকে যায়।,pending
03235,ও তো বাইরের আলোটা জ্বালিয়েই এ ঘরে আসে।,pending
03236,মাটির দিকে চেয়ে অবাক হয়ে দেখল শুধু।,pending
03237,দৌড়ে বেরোতে গিয়ে আবার থমকে গেল।,pending
03238,আলোতে কাউকেই দেখা যাচ্ছে না।,pending
03239,কিন্তু মিহির যেন শুনতেই পেল না।,pending
03240,কিন্তু তার আগে যা হবার হয়ে গেছে।,pending
03241,সায়ন মাঝ সিঁড়িতে এসে একবার থমকাল।,pending
03242,কিন্তু ঘুমটা ভেঙে গেল তার।,pending
03243,দোতলা বাড়িতে তিন বছরের সোনাইকে নিয়ে একা সে।,pending
03244,তড়াক করে উঠে বসল মৃন্ময়ী।,pending
03245,বুকের ভেতরটা ধুকপুক করছে মৃন্ময়ীর।,pending
03246,ডাইনিঙে একটা সবুজ আলো জ্বলছে।,pending
03247,ছিটকিনি নিজের মনেই বিড়বিড় করল মৃন্ময়ী।,pending
03248,তাহলে কোনোভাবেই কোনো মানুষ এ-বাড়িতে ঢোকেনি।,pending
03249,আর কিছু ভাবতে পারছে না মৃন্ময়ী।,pending
03250,ঝট করে সে জানলাটা বন্ধ করে দেয়।,pending
03251,মৃন্ময়ী সিঁড়ির দিকে এগিয়ে গেল।,pending
03252,কারণ পুজোটা নীচের খাবার ঘরে হয়।,pending
03253,একটা উলটে পড়ে আছে আর অন্যটা উধাও।,pending
03254,সাহস করে এলোমেলো চেয়ারগুলোর দিকে এগোতে থাকল।,pending
03255,ছেলেটা ডানহাতটা তুলে সামনের দিকে দেখায়।,pending
03256,মৃন্ময়ী তার মতো বলে যাচ্ছে।,pending
03257,কিন্তু ছেলের কান্না থামছে না।,pending
03258,অবনীশের কথায় মাথা নেড়ে সায় দিল সায়ন।,pending
03259,তার মানে এই যুক্তিটাও খাটে না।,pending
03260,যে সে একটা মানুষকে তুলে ছুড়ে ফেলে দেবে।,pending
03261,গলাটা কিছুটা চেপেই উত্তর দিল আসছিইইই।,pending
03262,সিঁড়ির ঘরে ডাস্টবিনে রেখে দিয়ে আসছি।,pending
03263,চেয়ারের কাছে এসে শরীরটা তার ছেড়ে দিল।,pending
03264,সে সবের নিরিখে এখন তো আপনারা চার নম্বর।,pending
03265,উলটোদিকের দেয়ালে চোখের মণিদুটো আটকে আছে।,pending
03266,সঙ্গে দুজন মহিলা পুলিশ।,pending
03267,ফুটপাথ দিয়ে এরাও এঁকেবেঁকে ছুটতে থাকে।,pending
03268,তার ওপর ফাঁকা গ্লাস আর মদের বোতল রাখা।,pending
03269,স্ট্যান্ড আর ক্যামেরা এক হল না সূর্য।,pending
03270,লেন্সের মাথার দিকটা ঘুরিয়ে ঘুরিয়ে খুলে ফেলল।,pending
03271,এবার চলো আলমারি অভিযানে নেমে পড়া যাক।,pending
03272,মুনাই যেতে গিয়েও থমকে দাঁড়াল।,pending
03273,ফোনে শোনা সব কথা মুনাইকে জানায় মৃন্ময়ী।,pending
03274,ঘুমন্ত সোনাই মুনাইয়ের কোলে।,pending
03275,সেরকম বুঝলে ওকে নিয়ে বাড়ি ছেড়ে পালিয়ে যাবে।,pending
03276,আঁতকে উঠল মৃন্ময়ী আর মুনাই।,pending
03277,মুনাই বাবাবাছা করে বোঝাবার চেষ্টা করছে।,pending
03278,হুম বলে চেয়ারে শরীরটাকে হেলিয়ে দিল সায়ন।,pending
03279,বন্দনাদিদি ভি টাইম পে চলে যেত।,pending
03280,সন্দেহজনক একটাই নাম উঠে এসেছে।,pending
03281,সায়নের ভ্রূ কুঁচকে গেল।,pending
03282,অন্তত এই সময় মেয়েরা তো সেটাই করে।,pending
03283,যদিও সে সম্ভাবনা প্রায় নেই।,pending
03284,মাঝরাস্তায় গাড়ি গেল বিগড়ে।,pending
03285,পাশ দিয়ে আরও দুটো গাড়ি ছুটে গেল।,pending
03286,দূরে দাঁড়িয়ে থাকা লোকটার দুটো চোখ।,pending
03287,দাঁড়াল না বা দাঁড়াবার চেষ্টাও করল না।,pending
03288,এর আগে কেউ এত্ত কিছু খেয়ালই করেনি।,pending
03289,তারপর যা যা হল তা সায়নের মুখ থেকেই সকলে শুনেছে।,pending
03290,সারা ফুটেজে তো তার অস্তিত্বই নেই।,pending
03291,একবার গাড়িতে আর-একবার রাস্তায়।,pending
03292,বন্দনার চোখ এড়াল না এই ঘটনা।,pending
03293,বিকেল গড়িয়ে সন্ধে হয়ে যাবে।,pending
03294,খেয়াল করে উপস্থিত সকলেই।,pending
03295,আমরাও আপনাকে অনেকটা সময় দিয়ে ফেলেছি।,pending
03296,সূর্যের কায়দা দেখে সায়ন ফিক করে হেসে ফেলে।,pending
03297,সূর্য পাশে দাঁড়িয়ে হাসে।,pending
03298,এবার কিন্তু আপনি বোকামো করছেন।,pending
03299,বন্দনা ঘাড় নেড়ে হ্যাঁ বলল।,pending
03300,মুনাইয়ের কথায় চটক ভাঙল মৃন্ময়ীর।,pending
03301,আজকেও সকালে রক্ত দিয়েছে।,pending
03302,মৃন্ময়ী সোনাইয়ের প্যান্টটা খুলতে যায়।,pending
03303,বাবু আজ আর দুষ্টুমি কোরো না সোনা।,pending
03304,হঠাৎ করেই অস্বাভাবিক মনে হয় সোনাইকে।,pending
03305,কথাটা শুনে মুনাইয়ের পাগল হবার দশা।,pending
03306,পায়ের নীচে জলও ঠান্ডা হতে থাকে।,pending
03307,আগে পড়াশুনোটা মন দিয়ে কর।,pending
03308,কোথাও একটু ফাঁক পেলেই চেপে ধরবে তাকে।,pending
03309,নবাগতা বন্দনা একটু ঘাবড়ে গেল।,pending
03310,ঠিক তখনই দরজা ঠেলে একজন মুখ বাড়াল।,pending
03311,শান্তনু চুপ করে কখনোই বসতে পারে না।,pending
03312,বন্দনা সেইদিকেই এগিয়ে যেতে থাকে।,pending
03313,খাবার টেবিলে এমন আগুন এখন হামেশাই জ্বলে।,pending
03314,তাই কাউকে জানিয়ে যাই না কোথায় যাচ্ছি।,pending
03315,মিহিরের মতো তোমার ছেলেরও কিন্তু রাশি হালকা।,pending
03316,মুনাই শক্ত করে চেপে ধরে রাখতে পারছে না।,pending
03317,শরীরটাতে চাবুকের মতো কত কিছু এসে লাগছে।,pending
03318,মৃন্ময়ী আবার ধরে ফেলে সোনাইকে।,pending
03319,আমিই ওকে বুঝিয়ে-সুঝিয়ে কাজটা করতে বলি।,pending
03320,জীবনে স্মরণীয় হয়ে থাকবে।,pending
03321,আত্রেয়ী অমনি রে রে করে উঠল।,pending
03322,বলেই হো হো করে হেসে আবারও হাততালি দিয়ে উঠল।,pending
03323,বন্দনার চোখদুটো চকচক করে উঠল।,pending
03324,বাড়িতে বসে হয়তো মদে চুর হয়ে আছে।,pending
03325,শটও ঠিক মতো দিতে পারছে না আজকাল।,pending
03326,ওপাশে আমার গিফটের প্যাকেটগুলো আছে।,pending
03327,আর ওই গাড়িতেই তুমি আজ বাড়িতে ফিরে যেয়ো।,pending
03328,কিন্তু এই কাজ আপনি কিছুতেই করবেন না।,pending
03329,বাঁ-কাঁধের ওপর ফেলা ঘিয়ে রঙের ওড়না।,pending
03330,এই মুহূর্তে দিতে পারবে না।,pending
03331,আপনাকে তো আমি কিচ্ছু লুকোইনি।,pending
03332,আসলে আমার ভীষণ মোটা হওয়ার ধাত।,pending
03333,নিজেই একটু ভেতরে গিয়ে দেখুক বরং।,pending
03334,অতএব এখান থেকে বাড়ি ফেরা অসম্ভব।,pending
03335,এগিয়ে গেল শান্তনুর সামনে।,pending
03336,বন্দনা আবারও ঘাড় নেড়ে হুম বলে।,pending
03337,কোনো ছুতোয় বেরিয়ে যেতে হবে বন্দনাকে।,pending
03338,চলো না তুমি আর আমি বাইরে কোথাও থেকে ঘুরে আসি।,pending
03339,সেই ব্যাপারেই কথা হচ্ছিল।,pending
03340,তন্ময় একটু সৌজন্য-লজ্জা দেখাল বটে।,pending
03341,মিডিয়া থেকে ফোনও আসতে শুরু করে।,pending
03342,তাতে আরও বেশি মাথা ঘুরে যেত শান্তনুর।,pending
03343,ইন্ডাস্ট্রির কেউ কেউ স্যারের খোঁজ করেছিলেন।,pending
03344,বন্দনার নিশ্বাসের গতি বেড়ে যায়।,pending
03345,ধানুয়া আজ আর গেটে দাঁড়াতে পারেনি।,pending
03346,কখন যে চোখ লেগে এসেছে টের পায়নি বেচারা।,pending
03347,কালো রঙের ছাতাটা খুলে কোনোরকমে ছুটে আসে ধানুয়া।,pending
03348,বৃষ্টিতে সব সাদা হয়ে গেছে।,pending
03349,ভেতর থেকে দরজা বন্ধ করে বন্দনা।,pending
03350,ধানুয়া তার গুমটির মধ্যে সেঁধিয়ে বসে আছে।,pending
03351,এবার মুখের সামনে থেকে মোবাইল সরায় তন্ময়।,pending
03352,কান্নার দমকে শরীরটাও তার কাঁপতে থাকে।,pending
03353,এতে লজ্জা পাওয়ার তো কিছু নেই।,pending
03354,বন্দনা এবার নিজেই মুখ খোলে।,pending
03355,সোমদত্তা একটা দীর্ঘশ্বাস ছাড়ে।,pending
03356,বলবেন না যে আপনার বাড়িতেও রিপোর্টের কপি আছে।,pending
03357,এই কথা জানলে জানি না মা কীভাবে রিঅ্যাক্ট করবে।,pending
03358,বন্দনা চুপ থেকে ঘাড় নাড়ে শুধু।,pending
03359,আর তখন কিন্তু আপনি আসতে বাধ্য।,pending
03360,চলুন আপনাকে আমি বাড়ি ছেড়ে দিয়ে আসি।,pending
03361,সর্বনাশের প্রহর গুণছে কেউ।,pending
03362,কারেন্ট গেলেও আলো-পাখা নিভে যাওয়ার কথা নয়।,pending
03363,এই সময় ভীষণ জরুরি কাউকে ডাকা।,pending
03364,ঘন ঘন শ্বাস পড়ছে নীলাম্বরের।,pending
03365,কিন্তু ইনভার্টার কোনো সাড়া করল না।,pending
03366,আমার মন বলছে ওপরে নীলাম্বরবাবু বিপদে আছেন।,pending
03367,নীলাম্বরের নাম ধরে চিৎকার করতে থাকে।,pending
03368,তাকিয়ে আছে এই পৃথিবীর মাটি।,pending
03369,আপনাকে কাল যেতেই হবে ডাক্তারের কাছে।,pending
03370,তাই আমি সেই জাল ছিঁড়ে বেরোতে পারিনি।,pending
03371,আসলে ও প্রতিবারই ফেল করছে।,pending
03372,তারপর বাড়িটার গা ঘেঁষে এগোতে থাকেন।,pending
03373,পেছনে পড়ে থাকে অভিশপ্ত বাড়ি।,pending
03374,এরপরেও সায়ন অবনীশের দিকে তাকাল না।,pending
03375,সেটা আপনাদের কাছে গচ্ছিত।,pending
03376,এ তো ঘেঁটে ঘুগনি হয়ে যাবার দশা।,pending
03377,আমি না কিচ্ছু বুঝতে পারছি না।,pending
03378,সায়নের দিকে হাতের তালু বাড়িয়ে দিল কনস্টেবল।,pending
03379,তার তীব্রতা এতটাই যে হাতাহাতি হলেও হতে পারে।,pending
03380,তবে সে ঠিক নিশ্চিত হতে পারছে না।,pending
03381,বলেই সেই স্থান ত্যাগ করে চলে যেতে যায়।,pending
03382,কিন্তু আমার ঠিক জিনিসটা চাই।,pending
03383,তবে টাকাটা জিনিস পাওয়ার আগেই চাই।,pending
03384,এটা এমন একটা জিনিস যে কাউকে নালিশও করতে পারবেন না।,pending
03385,তারপর বলল এই সবকটা খাতা একটু নিয়ে যেতে চায়।,pending
03386,বাধ্য ছেলের মতো ঘাড় নাড়ল ঋষভ।,pending
03387,ঋষভ বলে সে থাকাকালীন মিসিঙের কোনো ঘটনা ঘটেনি।,pending
03388,ক্রমে হালকা হাসির রেখা ঠোঁটের কোনে।,pending
03389,বাবলুর চোখদুটো পাথরের মতো হয়ে গেল।,pending
03390,এই কাজটার জন্য তোকে দু হাজার টাকা দিলাম।,pending
03391,দু-দিন ইচ্ছে করেই আপনাকে ফোন করিনি।,pending
03392,মেডিলাইফে যেতেই সুখবরটা পেল সায়ন।,pending
03393,সায়নের মাথায় প্রহর গোনা শুরু হয়।,pending
03394,আজ-কালের মধ্যে ঠিকানাটা পেয়ে যাব আশা করা যায়।,pending
03395,আরও একটা কথা সায়নকে জানায় সূর্য।,pending
03396,তাই খবর পৌঁছোনোটা খুব ঝামেলার ছিল।,pending
03397,পেছনে চোখ পড়তেই দেখেন বাইরে যাবার দরজাটা খোলা।,pending
03398,নীলাম্বর ভালোই বুঝল ব্যাপারটা।,pending
03399,সঙ্গে সঙ্গে ও আমার মুখ চেপে ধরল।,pending
03400,ভানু ভয় পেয়ে আর কিছু না দেখেই ঘরে পালিয়ে আসে।,pending
03401,ড্রাইভারের কথায় সংবিত ফিরল সায়নের।,pending
03402,কিন্তু সায়নের মনে কু-ডাক ডেকে ওঠে।,pending
03403,প্রেতের নজর পড়ে সায়নের দিকে।,pending
03404,তাই তোমায় বাঁচাতে পেরেছি আর নিজেও বেঁচেছি।,pending
03405,মৃন্ময়ীর চোখ দুটো চকচক করে উঠল।,pending
03406,আর সোনাইকে মাদুলির মধ্যে ভরে দেবেন।,pending
03407,কান পর্যন্ত পৌঁছোতে পারছে না।,pending
03408,কোনো মানুষের হাত এইভাবে বেঁকে ভেঙে ঘুরতে পারে না।,pending
03409,সে তো তুড়ুক তুভুক লাফিয়ে ঘর ছেড়ে বেরিয়ে যায়।,pending
03410,আমি বেশ তার সঙ্গে তোমার মতো নাচব।,pending
03411,কিন্তু তার পেশেন্টের নাম সালমা খাতুন।,pending
03412,বেরিয়ে পড়ে মেটে রঙের সিঁদুরে ভরা সিঁথি।,pending
03413,সূর্যের একটু অবাকই লাগল।,pending
03414,সোমদত্তা মোবাইলটা বের করে রেকর্ডিং অন করল।,pending
03415,তন্ময় দেরি না করে দু-পাশে ঘাড় নাড়ল।,pending
03416,আর নয় তো আপনি আততায়ীকে খুব ভালো করে চেনেন।,pending
03417,কাঁচা-পাকা চুলের মধ্যে সোনালি আভা।,pending
03418,কথায় কথায় বাংলা বেরিয়ে আসছে সূর্যের।,pending
03419,নিশ্চিত হয়েছেন যে আমি পুলিশ।,pending
03420,বড্ড বাজে সময় নষ্ট করছেন।,pending
03421,ইসলিয়ে ফ্যামিলি লে কর দিল্লি চলে গয়ে।,pending
03422,চোখের মণিটা দু-চোখের কোণে ঝুঁকে পড়ল।,pending
03423,ফোনটাকে নিয়ে আইসিসিইউর সামনে থেকে সরে এল।,pending
03424,যেটা এই পঙ্কজ আমাদের দেবে।,pending
03425,কিছু ছাড়া ভালো ভাবনা উঁকি দিতে পারছে না।,pending
03426,কোথাও আবার কান্না জেগে ওঠে বাতাসে।,pending
03427,জমা করে রাখছে প্রত্যেকের গতিবিধি।,pending
03428,ওপরের মোটা পর্দাটা সরিয়ে রেখেছে সোহিনী।,pending
03429,একভাবে সোহিনীর দিকে চেয়ে আছে।,pending
03430,কোনোদিকে না তাকিয়ে পটাস করে আলোটা জ্বালিয়ে দিল।,pending
03431,আঁতকে উঠে আবার আলোটা জ্বালিয়ে দেয়।,pending
03432,সায়নের নির্দেশে নার্স বাইরে চলে গেল।,pending
03433,তন্ময়ের ভ্রূ কুঁচকে গেল।,pending
03434,কারণ ডিওপির ফ্যান কথাটা খুব আজব।,pending
03435,ওদের রেজিস্টারেই তো দেখলাম আপনাদের নাম।,pending
03436,পরে শান্তনু জয়েন করেছিলেন।,pending
03437,সায়ন এবার চুপ করে তন্ময়ের দিকে তাকিয়ে থাকে।,pending
03438,দৃষ্টি তার উলটোদিকের দেয়ালে।,pending
03439,সব প্রমাণ লোপাট হয়নি।,pending
03440,ও তো আমাদের ডিপার্টমেন্টেরই একজন।,pending
03441,ওই দেয়ালের দিক থেকে এপাশে সরিয়ে আনো।,pending
03442,কিছু জায়গায় এলোমেলো ঘষে সেটা জমে আছে।,pending
03443,তবে এটা আমার অ্যাসাম্পশন।,pending
03444,নইলে ঘা কতক দিলেই ভড়ভড় করে বেরিয়ে আসত।,pending
03445,দেখি কীসের ছবি বলে হাত বাড়িয়ে দেয় সায়ন।,pending
03446,ছবির নীচ থেকে আর-একটা ছবি বের করে ভালো করে দেখে।,pending
03447,স্যার কী হয়েছে আমাকে একটু বলুন না।,pending
03448,এ নিয়ে আর বিশেষ পাত্তা দিল না মনকে।,pending
03449,ঠিক সেইসময় বাইরের করিডরের লিফটটা খুলে গেল।,pending
03450,সোহিনীর গায়ে কাঁটা দিয়ে উঠছে।,pending
03451,একভাবে ওইখানেই দাঁড়িয়ে আছে।,pending
03452,জানলার কিছু কাচ বিঁধে থাকে নটীর নরম শরীরে।,pending
03453,ডানহাতটা কে যেন মুচড়ে ভেঙে দিয়েছে।,pending
03454,আপনিই কিন্তু এখানে ছিলেন কাল রাতে।,pending
03455,শিবানীর মুখ শুকিয়ে ছোটো হয়ে গেছে।,pending
03456,শুধু কাঁদছেন আর বোধহয় ভয়ে কাঁপছেন।,pending
03457,সোহিনী উঠে দরজা খোলে এবং কাউকে দেখে না।,pending
03458,আত্রেয়ী যেন কাকে দেখে ছটফট করছে।,pending
03459,এবার বেশ উত্তেজিত শোনায় কমিশনারের গলা।,pending
03460,সায়নের মনটা আরও একটা ব্যাপারে খচখচ করছে।,pending
03461,সায়নের কথার কোনো উত্তরই দিলেন না কমিশনার।,pending
03462,গায়ে বেশ টেম্পারেচরও আছে।,pending
03463,অতটাও উচ্চমাপের সাধক আমি নই।,pending
03464,তুমি যাকে দেখেছ সে আর কখনও তোমার কাছে ফিরবে না।,pending
03465,আর বলতে থাকলেন ঘটনার পুঙ্খানুপুঙ্খ বিবরণ।,pending
03466,কথাটা বলে নীলাম্বর বেডের কাছে চলে গেলেন।,pending
03467,সোমদত্তা আর শিবানী সোহিনীকে সামলাতে থাকে।,pending
03468,কিন্তু উনিও বাড়ির ঠিকানা জানেন না।,pending
03469,ওঁর ক্ষমতা কাজে লাগাতে পারবেন।,pending
03470,ডানহাতে গলার নলি টিপে কথাটা বলল ধানুয়া।,pending
03471,পুলিশও এই ব্যাপারে মুখ খুলতে নারাজ।,pending
03472,বৃষ্টিতে কিছু বুঝতে পারছি না।,pending
03473,আমি স্যাম্পেল যা কালেক্ট করার করে নিয়েছি।,pending
03474,নীলাম্বরের মাথাটা কেঁপে ওঠে।,pending
03475,দুটো পা মাটিতে ঘষে ঘষে ছুঁড়তে থাকেন।,pending
03476,সৌজন্যমূলক হাসিসমেত সোমা ওয়ালেটটা নিয়ে নিল।,pending
03477,কিন্তু খাদে ফেলুক আর যা-ই করুক।,pending
03478,তীরে এসেও রহস্যের কুজ্ঝটিকা কাটল না।,pending
03479,চায়ের দোকানগুলো একটু একটু করে আবার খুলেছে।,pending
03480,এই বৃষ্টিতে ছাতাটাও আনেনি সে।,pending
03481,সোমদত্তার গলা লোকটি শুনতেও পেল না।,pending
03482,তিরিশ কি চল্লিশ সেকেন্ড হয়েছে।,pending
03483,সায়ন আর সোমদত্তা ছুটল সেদিকে।,pending
03484,সায়ন কাঁধ ধরে টেনে চিত করে শুইয়ে দিল।,pending
03485,মধ্যমস্বরে খবরটা পড়তে লাগল সায়ন।,pending
03486,সায়নের চোখ-মুখ সব পালটাতে থাকে।,pending
03487,চোখ বড়ো বড়ো করে কাঁপছে তন্ময়।,pending
03488,হ্যাঁ স্যার বলুন কে এসেছিল।,pending
03489,কিন্তু কিছুতেই ঘুমোতে পারল না।,pending
03490,এবার অস্বস্তিতে পড়ল মিহির।,pending
03491,সেই আসা থেকে বড্ড জ্বালাচ্ছে লোকটা।,pending
03492,মিহির একটু হেসে আবার পড়তে শুরু করল।,pending
03493,মিহিরের কথায় অবাক হল নীলাম্বর।,pending
03494,মিহির ভদ্রতার খাতিরে সৌজন্যের হাসি হাসে।,pending
03495,আকাশের দিকে চেয়ে খানিক আনমনাই হয়ে গেছিল মিহির।,pending
03496,ঠিক সেই সময় ডিরেক্টর প্যাক আপ বলে ওঠে।,pending
03497,এ যেন আমায় দেখতেই পাচ্ছে না।,pending
03498,পকেট থেকে সিগারেট বের করে তন্ময় ধরাল।,pending
03499,যেন চারপাশে রক্ত শুকিয়ে আছে।,pending
03500,দাঁতগুলো তার ভেঙেচুরে বেরিয়ে আছে।,pending
03501,কিন্তু সেটাতে অদ্ভুত ডিজাইন।,pending
03502,আশেপাশে আরও নানান গুঞ্জন উঠল।,pending
03503,তারপরেই আবার একটা মোক্ষম ঝটকা।,pending
03504,তারপরেই দেয়াল ধরে মাটিতে ধপ করে বসে পড়ে।,pending
03505,মিহির দু-পাশে না-সূচক মাথা নাড়াল।,pending
03506,পূর্ণিমাদি ছিল এই রক্ষে।,pending
03507,জন্ম থেকেই তো সব খুইয়ে বসে আছি।,pending
03508,সুরভি বিছানা ছেড়ে উঠে আলমারির চাবিটা নিল।,pending
03509,গলার নলিটা ওপর থেকে নীচে একবার নড়ে ওঠে।,pending
03510,তাই সুবিমলের আনন্দের সীমা নেই।,pending
03511,কারণ এই শট না হলে এডিটে অসুবিধে হবে।,pending
03512,ওই ওপরে একজন দাঁড়িয়ে ছিল।,pending
03513,মিহিরের মাথায় আগুন জ্বলে ওঠে।,pending
03514,আত্রেয়ী এবার বেশ খেপে গেছে।,pending
03515,সেখানে এই প্রতিবাদটাই চাই।,pending
03516,পিএ-কে নিয়ে সোজা ঘরের দিকে হাঁটা দিল।,pending
03517,নীলাম্বর সায়নের দিকে তাকালেন।,pending
03518,কিন্তু আমায় করতেই হবে।,pending
03519,কেউ তোমায় স্পর্শ করতে পারবে না।,pending
03520,দ্রুত পায়ে থানায় ঢুকে আসে সায়ন।,pending
03521,কী করেছিস বল হতচ্ছাড়ি।,pending
03522,ঘরে নতুন অতিথি আসছে এটা তো ভালো কথা।,pending
03523,এবার বেশ বড়ো করে একটা শ্বাস নেয় সুরভি।,pending
03524,সরি ফর মাই ল্যাঙ্গোয়েজ।,pending
03525,লেখা আছে সেই কেয়ার অ্যান্ড কিয়োরে আমরা যাই।,pending
03526,ভিডিয়োটা পজ করে দিল সোমদত্তা।,pending
03527,একদিকে মায়ের এই অবস্থা।,pending
03528,ঠিক সেই বাড়াবাড়িটাই হয় আড়াই-তিনমাস আগে।,pending
03529,আমি কারও কথা জিজ্ঞেস করিনি তো।,pending
03530,তবে কোনো একটা শীতের জায়গায় গেছিল।,pending
03531,মা-কে চুপ করালেও আমাকে চুপ করাতে পারবেন না বন্দনা।,pending
03532,আমাদের সময় বেকার নষ্ট করছেন।,pending
03533,হাত চেপে ধরে ডাক্তার ইনজেকশন পুশ করে।,pending
03534,ক্যামেরার ব্যাগ দেখে ব্যাটা ফোটোগ্রাফার বলেছে।,pending
03535,ভজুয়া মিনিট তিনেক বাদে ফিরে আসে।,pending
03536,সঙ্গে সঙ্গে একটা ফোন বেজে ওঠে।,pending
03537,করকে চার রোটি অউর রাজমা উইথ স্যালাড।,pending
03538,নাক দিয়ে ফস করে শব্দ বের করে হাসল।,pending
03539,আজকের মতো হয়তো কোনো বাড়ির আলো নিভল।,pending
03540,ম্যাডাম ওদিকে আপন মনে গান গেয়েই চলেছে।,pending
03541,মাথা থেকে পা পর্যন্ত থরথর করে কাঁপছে।,pending
03542,আত্রেয়ী সেনকে ছারখার করে দিয়েছি।,pending
03543,মা আত্রেয়ী সেনের পায়ে পড়েননি।,pending
03544,তবে পার্টি না চাইলে সেগুলো গোপনই থাকবে।,pending
03545,আমাকে আর-একটাও ওষুধ খেতে হয়নি।,pending
03546,তাদের নিয়ে যেমন ইচ্ছে খেলা যায়।,pending
03547,সেটা আপনার কথা থেকেও প্রমাণিত।,pending
03548,দিদিমণি সেদিন আপনাকে শাস্তি দেয়।,pending
03549,সে আবার বলতে শুরু করল তার জীবনবৃত্তান্ত।,pending
03550,ও যা বলে আত্রেয়ী সেন তাই করে।,pending
03551,তন্ময়কে আমিই প্রোভোগ করি।,pending
03552,হাসিতে তন্ময়ের বুকটা নেচে ওঠে।,pending
03553,বৃষ্টিভেজা গা সে মোছেনি।,pending
03554,ঘন ঘন শীৎকারে মাতাল হচ্ছে।,pending
03555,তাই তো ওই ছবিগুলো লোপাট করতে চেয়েছিল।,pending
03556,এমনই ধারণা আজও পোষণ করে সব্বাই।,pending
03557,মাথার বালিশটা দেয়ালে ঠেকিয়ে হেলান দিল তন্ময়।,pending
03558,আমি সেটা তন্ময়কেও বুঝতে দিই না।,pending
03559,তারপরের দিন সকালে দিল্লি পৌঁছবে।,pending
03560,আমিও সেদিন দিল্লি বেরিয়ে গেলাম।,pending
03561,আত্রেয়ী খোঁজও নিত না।,pending
03562,জানতে চায় ছবিটা কী করে আমার কাছে এল।,pending
03563,আত্রেয়ী সরু গলায় বলে ওঠে।,pending
03564,ওই হারামিটাকে শেষ না করে আমার শান্তি নেই।,pending
03565,এই সময় আত্রেয়ীর গলা ভেসে এল।,pending
03566,আত্রেয়ী দূরে বসে গাইছে।,pending
03567,শান্তনুর মুখ কঠিন হয়ে যায়।,pending
03568,আমাদের কথাগুলো ওর কানে পৌঁছোবে না।,pending
03569,আত্রেয়ী একটু হলেও টলে যায়।,pending
03570,আত্রেয়ীর আরও কাছে চলে আসি।,pending
03571,তন্ময় আজও জানে না ওর ফোনটা কে নিয়েছিল।,pending
03572,কিন্তু দিনের আলোটাও আছে।,pending
03573,এমনকি কোনো মানুষের চিহ্নও পাওনি।,pending
03574,এমনকি দেয়ালে ছুঁড়ে মেরেছিল তন্ময়কে।,pending
03575,বন্দনাও এর মধ্যে ইনভলভড।,pending
03576,নীলাম্বরের চোখ বিস্ফারিত।,pending
03577,এবার সিসিটিভিটা একদম অফ হয়ে গেল।,pending
03578,তন্ময়ের কেবিনে সামনে এসে থমকে দাঁড়ায়।,pending
03579,সেটা একটা বিশেষ দিকে বেঁকে যাচ্ছে।,pending
03580,আত্রেয়ীকে মারতে সফল হয়েছে।,pending
03581,সায়নের মুখটা একটু হলেও শুকিয়ে গেল।,pending
03582,ফ্রিজারের মধ্যে থেকে ট্রে বেরিয়ে এলে যেমন হয়।,pending
03583,লোকটা পরিত্রাহী চিৎকার করছে।,pending
03584,সায়ন নীলাম্বরের দিকে তাকায়।,pending
03585,বলামাত্রই সূর্য সরে আসে।,pending
03586,এদিকে ভস্ম ফুরিয়ে আসছে।,pending
03587,বুঝতে পারেন আরও বড়ো কোনো ঝড় আসতে চলেছে।,pending
03588,তিনি আবারও নিজের কাজ করতে থাকেন দ্রুত বেগে।,pending
03589,কোথাও যেন হাড়ে হাড়ে ঠুকে কেউ কিছু তৈরি করছে।,pending
03590,প্রায় কেঁদে ফেলল সোমদত্তা।,pending
03591,তাই তখনই লাশটাকে সরিয়ে দিয়ে উঠতে পারেননি।,pending
03592,দেরি না করে দূরে পড়ে থাকা ব্যাগটার কাছে যায়।,pending
03593,কঙ্কালের হাড় শুধু পড়ে আছে।,pending
03594,সায়নের চোখ পড়ে সোমদত্তার দিকে।,pending
03595,সূর্যের জ্ঞান ফিরছে না।,pending
03596,বিশাল মর্গটা যেন গিলতে আসছে ওদের।,pending
03597,হঠাৎ ঘরে যেন এক বিস্ফোরণ হল।,pending
03598,বুক ঠেলে কান্না উঠে আসছে সায়নের।,pending
