id,text,char_count,word_count,sentence_type,style,quality_score,source
08060,ওকে খুন হতে হয়?,16,4,question,literary,70.0,12k.txt
08061,তাহলে আর কী হতে পারে?,21,5,question,literary,70.0,12k.txt
08062,সায়ন চেয়ারে হেলান দিয়ে বসে একটা দীর্ঘশ্বাস ছাড়ে।,52,8,statement,literary,70.0,12k.txt
08063,সায়ন মনে মনে নিশ্চিত হয়েও মানতে পারছে না যে,45,9,statement,literary,70.0,12k.txt
08064,আচমকাই ঝড়ের বেগে ঘুরে একটা থাবা বসিয়ে দেয় কুকুরটার ঘাড়ে।,60,10,statement,literary,70.0,12k.txt
08065,মিহিরের কাছে সেটা টপকানো এখন আর খুব একটা কঠিন ব্যাপার নয়।,58,11,statement,literary,70.0,12k.txt
08066,শূন্য থেকে নিজের শরীরটাকে বিলাসবহুল বিছানার ওপর ফেলে দিল।,57,9,statement,literary,70.0,12k.txt
08067,নীচ থেকে ওপরে ওঠার সিঁড়ির মাঝে বিশাল ছবিটাতে চোখ আটকে যায়।,60,11,statement,literary,70.0,12k.txt
08068,শুধু একখানি চুল মুখের ওপর পড়ে ঠোঁট অবধি নেমে এসেছে।,52,10,statement,literary,70.0,12k.txt
08069,দেয়ালজুড়ে বাঁধানো সাদা-কালো ছবিটায় ভরা যৌবনের যৌন আবেগ।,58,8,statement,literary,70.0,12k.txt
08070,তারই কিছু ছেঁড়া ছেঁড়া অংশ পাশের রঙিন কাচ গলে ঢুকছে।,53,10,statement,literary,70.0,12k.txt
08071,ধীরে ধীরে তন্ময়ের সারা মুখে ছড়িয়ে পড়ল ভয়ের ছায়া।,54,9,statement,literary,70.0,12k.txt
08072,হোয়াট দ্য হেল?,15,3,question,literary,70.0,12k.txt
08073,আসলে অনেক বড়ো কথাটা শেষ হবার আগেই বৃদ্ধ বলল,44,9,statement,literary,70.0,12k.txt
08074,বৃদ্ধের কথায় আবার নতুন করে অবাক হবার সুযোগ হল না তন্ময়ের।,59,11,statement,literary,70.0,12k.txt
08075,করিডরের কোত্থাও বৃদ্ধ মানুষটা নেই আরে কোথায় গেলেন,50,8,statement,literary,70.0,12k.txt
08076,আপনাদের শুটিং টিমের আরও একজন কাল রাতে নৃশংসভাবে খুন হয়েছে।,59,10,statement,literary,70.0,12k.txt
08077,কথাগুলো বলাকালীন টিভির পর্দায় মিহিরের দুটো ছবিই ফুটে ওঠে।,58,9,statement,literary,70.0,12k.txt
08078,এইসব কিছুর জন্য দাদাভাইকে খুঁজে পাওয়াটা ভীষণ জরুরি।,52,8,statement,literary,70.0,12k.txt
08079,তাহলে দাদাভাইকে একটু হলেও আমি বিপদ থেকে বাঁচাতে পারব।,53,9,statement,literary,70.0,12k.txt
08080,হঠাৎ এ কথা বলছ?,15,4,question,literary,70.0,12k.txt
08081,জানো সায়ন আবার বলতে শুরু করল মৃন্ময়ী,38,7,statement,literary,70.0,12k.txt
08082,শুটিঙের আগের দু-দিন রাতে যখনই উঠেছি তখনই দেখেছি ও জেগে আছে।,59,11,statement,literary,70.0,12k.txt
08083,একটা বড়ো নিশ্বাস নিয়ে একটু ছটফট করে মৃন্ময়ী বলে,50,9,statement,literary,70.0,12k.txt
08084,হাঁ কেয়া বোলা?,15,3,question,literary,70.0,12k.txt
08085,তাদের মধ্যে ফচকে মতন এক ছোঁড়া বলে উঠল,38,8,statement,literary,70.0,12k.txt
08086,মুখটা নামিয়ে চোখ বুজে একবার মাথাটা ঝাঁকিয়ে নিল তেঁতুল।,56,9,statement,literary,70.0,12k.txt
08087,অন্য কোনো জগৎ থেকে যেন কথাগুলো সায়নের মুখ দিয়ে বেরিয়ে এল।,60,11,statement,literary,70.0,12k.txt
08088,সূর্য খানিক চুপ থেকে বলল,24,5,statement,literary,70.0,12k.txt
08089,অবনীশের কথাগুলো সায়নের কানের লতি ছুঁয়ে বাতাসে মিলিয়ে গেল।,60,9,statement,literary,70.0,12k.txt
08090,ওপার থেকে অবনীশ কোনো উত্তর না পেয়ে আবার বলল,44,9,statement,literary,70.0,12k.txt
08091,আধ বাটি সুজি হাতে নিয়ে চুপ করে দাঁড়িয়ে রইল মৃন্ময়ী।,55,10,statement,literary,70.0,12k.txt
08092,সুজির বাটিটা ননদের হাতে ধরিয়ে ঝট করে ছেলেকে কোলে তুলে নেয়।,60,11,statement,literary,70.0,12k.txt
08093,তারপর থেকে আর কেউ আসুক না আসুক ওই দু-চারটে চারপেয়ে ঠিক আসত।,60,12,statement,literary,70.0,12k.txt
08094,কতদিন হয়ে গেল এই বাড়িটার ঝলমলে আলোগুলো জ্বালে না কেউ।,55,10,statement,literary,70.0,12k.txt
08095,দেখল গাড়ি থেকে নেমে আসছে তার বিশেষ পরিচিত এক মানুষ।,52,10,statement,literary,70.0,12k.txt
08096,কেন যে নীচের আলোগুলো জ্বালাল ও নিজেই বুঝে উঠতে পারল না।,55,11,statement,literary,70.0,12k.txt
08097,যথারীতি ফ্রিজটা খুলতেই সাজানো নানানরকম জুসের ক্যান।,51,7,statement,literary,70.0,12k.txt
08098,হঠাৎ খেয়াল হল গ্লাসের গা দিয়ে কিছু একটা গড়িয়ে পড়ছে।,56,10,statement,literary,70.0,12k.txt
08099,তার একদম নীচ থেকে একটা লাল রঙের ফাইল টেনে বের করল মৃন্ময়ী।,59,12,statement,literary,70.0,12k.txt
08100,ধানুয়াও বাধ্য ভৃত্যের মতো তন্ময়ের পাশে এসে দাঁড়ায়।,54,8,statement,literary,70.0,12k.txt
08101,কথাটা শেষ হবার আগেই তন্ময় বলে উঠল,34,7,statement,literary,70.0,12k.txt
08102,আজ সেই বাড়িটায় একা ঘুরে বেড়াতে কেমন যেন গা-ছমছম করছে।,56,10,statement,literary,70.0,12k.txt
08103,এক বছর অঝোর শ্রাবণে এই বারান্দাতে বসেই তো আত্রেয়ীর সঙ্গে বৃষ্টির ছাটে ভিজেছিল দুজনে।,85,14,statement,literary,70.0,12k.txt
08104,সেই দিকে যেতে গিয়ে বিছানার কোণটা ঠকাস করে পায়ে লাগল।,54,10,statement,literary,70.0,12k.txt
08105,খানিকটা খুঁড়িয়ে ঘর থেকে বেরিয়ে যাবার জন্য এগোতে থাকে।,56,9,statement,literary,70.0,12k.txt
08106,ফোন হাতে নিয়ে নিজেই বিড়বিড় করে উঠল,37,7,statement,literary,70.0,12k.txt
08107,পেছন ঘুরে দেয়ালে হট শালা বলে দড়াম করে একটা ঘুষি মারে।,55,11,statement,literary,70.0,12k.txt
08108,কিন্তু যে ঘর ছেড়ে তন্ময় গেল,29,6,statement,literary,70.0,12k.txt
08109,তন্ময় হাসতে হাসতে বিছানায় চিত হয়ে শুয়ে পড়েছিল।,51,8,statement,literary,70.0,12k.txt
08110,কখন যে কপাল আর গলাটা ঘামে ভিজে গেছে তন্ময় টেরই পায়নি।,55,11,statement,literary,70.0,12k.txt
08111,তার মধ্যে সাজানো বাইশটা হিরে বসানো প্ল্যাটিনামের হার।,53,8,statement,literary,70.0,12k.txt
08112,চোখটা মাটি থেকে তুলতেই ছিটকে দু-পা পিছিয়ে গেল তন্ময়।,54,9,statement,literary,70.0,12k.txt
08113,শুধু বুঝতে পারছে সিঁড়ি দিয়ে নেমে আসছে বিকট দর্শন খুনিটা।,58,10,statement,literary,70.0,12k.txt
08114,পা দিয়ে সিঁড়ির ধাপে চাপ দিতেই তন্ময় খানিকটা সরে এল।,54,10,statement,literary,70.0,12k.txt
08115,ঠিক তখনই বাইরে থেকে পুলিশের গাড়ির সাইরেন বেজে ওঠে।,51,9,statement,literary,70.0,12k.txt
08116,উপুড় হয়ে পড়ে থাকা মিহিরের দিকে ছুটে গিয়েই সবাই থমকে গেল।,60,11,statement,literary,70.0,12k.txt
08117,এবার কাঠে কাঠে ঠোকা লাগার এবং সেটা ঘরের দরজাতেই হয়েছে।,55,10,statement,literary,70.0,12k.txt
08118,বিশেষত ওই কাগজটা খুঁজে পাওয়ার পর থেকে ভীষণ ভয়ে আছে সে।,56,11,statement,literary,70.0,12k.txt
08119,মশারির মধ্যে বসে আকাশ-পাতাল ভেবে সত্যি কোনো লাভ নেই।,52,9,statement,literary,70.0,12k.txt
08120,সাহস করে বেরিয়ে ডাইনিঙের আলোটা জ্বালিয়ে দেয় মৃন্ময়ী।,56,8,statement,literary,70.0,12k.txt
08121,ডাইনিঙের সবুজ আলোর আভাটুকু সিঁড়ির দিকে গিয়ে শেষ হয়ে গেছে।,60,10,statement,literary,70.0,12k.txt
08122,এই দৃশ্যটা দেখার পর মৃন্ময়ীর শরীর আর নড়তে চাইল না।,52,10,statement,literary,70.0,12k.txt
08123,তাহলে এখানে নেই কেন?,20,4,question,literary,70.0,12k.txt
08124,দেড় বছরের সোনাইকে নিয়ে শূন্যে ঝুলেছিল ভয়ংকরভাবে।,51,7,statement,literary,70.0,12k.txt
08125,এইসব ভাবতে ভাবতেই হুড়মুড় করে নীচে নেমে এল মৃন্ময়ী।,53,9,statement,literary,70.0,12k.txt
08126,ঘরের মধ্যে হালকা নীল আলোয় কোনো অস্বাভাবিকত্বই চোখে পড়ল না।,60,10,statement,literary,70.0,12k.txt
08127,মায়ের কথা শুনে কাঁদতে কাঁদতেই মাথাটা দু-পাশে নেড়ে না বলে।,59,10,statement,literary,70.0,12k.txt
08128,তাহলে কাঁদছ কেন?,16,3,question,literary,70.0,12k.txt
08129,ফ্যাটফ্যাটে টিউবলাইটের আলোটা জ্বেলেই ছেলেকে জাপটে শুয়ে রইল।,60,8,statement,literary,70.0,12k.txt
08130,সায়ন ফস করে আর-একটা নাম বলে ওঠায় অবনীশের কথা থেমে গেল।,56,11,statement,literary,70.0,12k.txt
08131,একেবারে গলার হাড়গুলো গুঁড়িয়ে চিপসে দিয়ে মেরেছে।,51,7,statement,literary,70.0,12k.txt
08132,আর এরাও যদি… অবনীশকে থামিয়ে সায়ন বলে উঠল,42,8,statement,literary,70.0,12k.txt
08133,পাশেই দাঁড়িয়ে থাকা ডক্টর চ্যাটার্জির মুখের দিকে চাইল।,55,8,statement,literary,70.0,12k.txt
08134,একজন আসামি পুলিশের আত্মীয় এই ব্যাপারটা ঠিক হজম হল না।,54,10,statement,literary,70.0,12k.txt
08135,অবনীশ অবস্থাটা বুঝতে পেরে বলল,29,5,statement,literary,70.0,12k.txt
08136,চট করে মৃন্ময়ীর খেয়াল হয় ছেলের আয়া আসবে আজ থেকে।,52,10,statement,literary,70.0,12k.txt
08137,কাল রাতে সায়নের বাড়ি থেকে ফেরার পথেই খবর দিয়েছিল।,52,9,statement,literary,70.0,12k.txt
08138,মৃন্ময়ী এবার বেশ গলা চড়িয়েই বলল,34,6,statement,literary,70.0,12k.txt
08139,বলে জানলার কাছে গিয়ে ভারী পর্দাটা এক টানে সরিয়ে দিল।,54,10,statement,literary,70.0,12k.txt
08140,সায়ন মৃন্ময়ীর পাশে বসে শান্ত গলায় বলল,40,7,statement,literary,70.0,12k.txt
08141,উইদাউট এনি ইনফরমেশন আপনারা একটা লোককে স্যাক করতে পারেন না।,58,10,statement,literary,70.0,12k.txt
08142,মোতায়েন করা পুলিশবাহিনীকেও একই নির্দেশ দেওয়া হয়।,51,7,statement,literary,70.0,12k.txt
08143,আরও দুজন পুলিশ কনস্টেবল ঘরের ভেতর,33,6,statement,literary,70.0,12k.txt
08144,সায়ন আলমারির গায়ে লাগানো হাতল ধরে দু-বার টান দিল।,51,9,statement,literary,70.0,12k.txt
08145,লেন্সের মুখ যেদিকে হয় সেদিকটা সরু হয় আর উলটোদিকটা মোটা।,57,10,statement,literary,70.0,12k.txt
08146,সূর্য বেশ ভাবুক চোখে চেয়ে বলল,30,6,statement,literary,70.0,12k.txt
08147,মুনাই গলা চেপে জিজ্ঞেস করল,26,5,statement,literary,70.0,12k.txt
08148,এখন যে-কোনো ফোন এলেই মৃন্ময়ী ভীষণ উদ্বিগ্ন হয়ে পড়ে।,54,9,statement,literary,70.0,12k.txt
08149,বলেই ফোনের ওপারে থাকা মানুষটার উদ্দেশে বলল,42,7,statement,literary,70.0,12k.txt
08150,বড়ো করে একটা নিশ্বাস নিয়ে দরজাটা ঠেলে খুলে দিল মৃন্ময়ী।,58,10,statement,literary,70.0,12k.txt
08151,আর এখনই-বা নেই কেন?,19,4,question,literary,70.0,12k.txt
08152,তবে সূর্য পট করে প্রশ্ন করল,27,6,statement,literary,70.0,12k.txt
08153,ছিল কী করে বুঝলে?,17,4,question,literary,70.0,12k.txt
08154,বাইরে থেকে একজন ঘরের ভেতর মুখ বাড়িয়ে বলে,42,8,statement,literary,70.0,12k.txt
08155,অমনি সূর্য বিড়বিড় করে বলে উঠল,31,6,statement,literary,70.0,12k.txt
08156,বরং আপনার ভালোর জন্য আমরা আপনাকে আমাদের হেফাজতে রাখব।,53,9,statement,literary,70.0,12k.txt
08157,তবু মনে মনে সে একটাই কথা আওড়ে চলেছে,36,8,statement,literary,70.0,12k.txt
08158,সোনাইয়ের চোখ দুটো ঠিক টেডিটার মতো গোল আর বড়ো হয়ে গেছে।,57,11,statement,literary,70.0,12k.txt
08159,তন্ময়বাবুকে যে চেনেন সেটা যে অস্বীকার করেননি এই ভালো।,54,9,statement,literary,70.0,12k.txt
08160,সায়ন বন্দনার চোখের দিকে খানিক চেয়ে থেকে বলল,45,8,statement,literary,70.0,12k.txt
08161,ঠোঁট ছড়িয়ে সৌজন্যমূলক হাসি ছুড়েই সদলবলে বেরিয়ে গেল।,55,8,statement,literary,70.0,12k.txt
08162,মেয়ের মুখ বুজে গুমরে মরা দেখে তারও বুকের ভেতর ধড়ফড় করছে।,59,11,statement,literary,70.0,12k.txt
08163,কথাগুলো বলতে বলতে গাড়ির সামনের মিররে চোখ পড়ে যায় সায়নের।,60,10,statement,literary,70.0,12k.txt
08164,কারণ ঠিক সে-ই সময় দরজায় এসে দাঁড়ায় আর-এক পুলিশ অফিসার।,58,10,statement,literary,70.0,12k.txt
08165,গাড়িটা যেখানে দাঁড়িয়েছিল ঠিক তার আগেই একটা পোস্ট ছিল।,56,9,statement,literary,70.0,12k.txt
08166,কে যেন আবদুলের মাথাটা কেটে পিঠের দিকে বসিয়ে দিয়েছে।,53,9,statement,literary,70.0,12k.txt
08167,খালি চোখে ঝট করে দেখলে জিপের উলটোফুটে কাউকেই চোখে পড়বে না।,59,11,statement,literary,70.0,12k.txt
08168,ফরওয়ার্ড-রিওয়াইন্ড করে বারবার খুঁটিয়ে দেখল সবাই।,51,6,statement,literary,70.0,12k.txt
08169,হাতে রাখা পুলিশের টুপিটা মাথায় দিয়ে স্যালুট করে সায়ন।,56,9,statement,literary,70.0,12k.txt
08170,টেবিলের আড়ালে কোলের ওপর রাখা হাতদুটো একবার কচলে নিল।,53,9,statement,literary,70.0,12k.txt
08171,তাই বলছিলাম কী খাবেন বলুন ভালো জায়গা থেকে আনিয়ে দেব।,54,10,statement,literary,70.0,12k.txt
08172,কথা বলতে বলতে কোথায় থামতে হয় সেটাই আপনারা জানেন না।,53,10,statement,literary,70.0,12k.txt
08173,আজ এখানে ডেকে চরম নোংরামির মধ্যে আমাকে ফাঁসাতে চাইছেন।,54,9,statement,literary,70.0,12k.txt
08174,বন্দনার দিকে তাকিয়েই সোমদত্তা বলল,34,5,statement,literary,70.0,12k.txt
08175,আপনি বোধহয় বুঝেই উঠতে পারছেন না যে,35,7,statement,literary,70.0,12k.txt
08176,ওই আপনার মা যখন দরজার আড়ালে দাঁড়িয়ে কথা শুনছিলেন।,52,9,statement,literary,70.0,12k.txt
08177,এমনভাবে অসহযোগিতা করলে আজ কেন,29,5,statement,literary,70.0,12k.txt
08178,সোমদত্তা ফাইলের কভার উলটে ভেতরের রিপোর্টগুলো দেখায়।,52,7,statement,literary,70.0,12k.txt
08179,এখন বুদ্ধিমানের কাজ হবে শুরু থেকে শেষ অবধি সব সত্যি কথা বলা।,60,12,statement,literary,70.0,12k.txt
08180,ছোটো একটা টাওয়েলে হাত মুছতে মুছতে ঘরে ঢুকে এল মুনাই।,53,10,statement,literary,70.0,12k.txt
08181,মৃন্ময়ী বাথরুমে ঢুকে সোনাইয়ের গায়ের জামা খুলে দেয়।,54,8,statement,literary,70.0,12k.txt
08182,বলে সোনাইয়ের হাত ছাড়াতে গিয়েও মৃন্ময়ী অপারগ হয়।,52,8,statement,literary,70.0,12k.txt
08183,শেষমেশ একটা লাঠি দিয়ে দূর থেকে দরজায় জোরে মারতে থাকে।,55,10,statement,literary,70.0,12k.txt
08184,দু-তিনবার মারার পরেই একটা হাত মুনাইয়ের হাত ধরে আটকে দেয়।,58,10,statement,literary,70.0,12k.txt
08185,গলা চিরে আর্তনাদ বেরিয়ে আসছে তার,33,6,statement,literary,70.0,12k.txt
08186,মৃন্ময়ীর মনে হল সোনাইয়ের পায়ে বোধহয় এবার সাড় ফিরেছে।,57,9,statement,literary,70.0,12k.txt
08187,সংবিত ফিরতেই গরম জল থেকে একটানে ছেলেকে কোলে তুলে নেয়।,54,10,statement,literary,70.0,12k.txt
08188,গম্ভীর অথচ শান্ত গলায় বলল,26,5,statement,literary,70.0,12k.txt
08189,আসলে আমি ছোটো থেকেই খুব সাজতে আর সাজাতে ভালোবাসতাম।,51,9,statement,literary,70.0,12k.txt
08190,পকেট থেকে গুটখার একটা প্যাকেট ছিঁড়ে মুখে ফেলে হাসল লোকটা।,58,10,statement,literary,70.0,12k.txt
08191,আমি দাঁড়িয়ে থেকে মনের মতো করে এই বাড়ি বানিয়েছি।,51,9,statement,literary,70.0,12k.txt
08192,তাই এ-বাড়িতে তোমার হুকুম যতটা চলবে ঠিক ততটাই চলবে আমার।,56,10,statement,literary,70.0,12k.txt
08193,খুব ঠান্ডা গলায় বলে আত্রেয়ী,29,5,statement,literary,70.0,12k.txt
08194,ওর মধ্যে কোনোরকম অস্বাভাবিকত্ব দেখলে তুমি ছেলেকে ছুঁয়ে সঙ্গে সঙ্গে মহামৃত্যুঞ্জয় মন্ত্র জপ করবে।,98,14,statement,literary,70.0,12k.txt
08195,নীলাম্বর জিজ্ঞেস করেন,21,3,statement,literary,70.0,12k.txt
08196,এই কথাতে মৃন্ময়ী আর মুনাইয়ের মুখ আবার শুকিয়ে গেল।,52,9,statement,literary,70.0,12k.txt
08197,চশমাটা খুলে চোখ কচলাতে কচলাতে নীলাম্বর বলেন,43,7,statement,literary,70.0,12k.txt
08198,ঠোঁটদুটো কেঁপে উঠল চোখের কোল টপকে গড়িয়ে পড়ল দু-ফোঁটা জল।,59,10,statement,literary,70.0,12k.txt
08199,এই কথোপকথনে পরিবেশটা হালকা হওয়ার চেয়ে ভারী হল বেশি।,53,9,statement,literary,70.0,12k.txt
08200,কতটা বলবে আর কতটা আড়ালে রাখবে সেটা নির্ধারণ করা ভীষণ কঠিন।,59,11,statement,literary,70.0,12k.txt
08201,না হবার কী আছে?,15,4,question,literary,70.0,12k.txt
08202,ঠিক তখনই এগিয়ে এল আত্রেয়ী,27,5,statement,literary,70.0,12k.txt
08203,শুধু গায়ে গা তো?,17,4,question,literary,70.0,12k.txt
08204,দুনিয়ার সামনে বলে বেড়ায় উই আর ভেরি গুড ফ্রেন্ডস।,51,9,statement,literary,70.0,12k.txt
08205,ওর কি যাওয়া উচিত?,18,4,question,literary,70.0,12k.txt
08206,কঠোর চোখে তাকিয়ে বন্দনা বলে,28,5,statement,literary,70.0,12k.txt
08207,আত্রেয়ী মাথা ঝাঁকিয়ে বলে,26,4,statement,literary,70.0,12k.txt
08208,সেটা আপনার কেরিয়ার বা সিনেমা কোনো কিছুর জন্যেই ভালো নয়।,57,10,statement,literary,70.0,12k.txt
08209,কে চালাবে এত খরচ?,17,4,question,literary,70.0,12k.txt
08210,গলা তুলে রিসেপশনিস্টকে জিজ্ঞাসা করল,35,5,statement,literary,70.0,12k.txt
08211,শান্তনু একটু লজ্জা-লজ্জা ভাব করে মুখে না না বলল বটে।,52,10,statement,literary,70.0,12k.txt
08212,সেদিন বিকেলে সিনেমার নামকরা পরিচালক ত্র্যম্বকেশ্বর মুখোপাধ্যায় এলেন শান্তনুর সঙ্গে মিটিং করতে।,95,12,statement,literary,70.0,12k.txt
08213,তবে সবটাই অন্তরে সুপ্ত রইল,26,5,statement,literary,70.0,12k.txt
08214,সেই কথা শুনে রোজি আবার ঘাড় বেঁকিয়ে ফিচফিচ করে হাসল।,53,10,statement,literary,70.0,12k.txt
08215,ন্যায্য পয়সা দিতে পারবে না বলে অন্যভাবে টাকাটা উশুল করবে।,58,10,statement,literary,70.0,12k.txt
08216,সঙ্গে এটাও নিশ্চিত,18,3,statement,literary,70.0,12k.txt
08217,রোজিও হেলেসাপের মতো কোঁকড়াচুলো মাথা হেলিয়ে বলল,48,7,statement,literary,70.0,12k.txt
08218,শান্তনু দু-পা পিছিয়ে বলে ওঠে,29,5,statement,literary,70.0,12k.txt
08219,শান্তনু ঘন ঘন দু-বার নিশ্বাস ছেড়ে বলে,38,7,statement,literary,70.0,12k.txt
08220,ছবিটার কথা ওঠাতে এক ঝলক দৃশ্য সায়নকে নাড়িয়ে দিল নতুন করে।,60,11,statement,literary,70.0,12k.txt
08221,ভাবনার ঘেরাটোপ থেকে বেরিয়ে নিজে একটু সোজা হয়ে বসে পড়ল।,57,10,statement,literary,70.0,12k.txt
08222,তারপর সামনে ঝুলন্ত আলোতে চোখ মেলে বলে,37,7,statement,literary,70.0,12k.txt
08223,মোম-জোছনায় গা ভিজিয়ে জানলার পাশে বসে আছে বিনোদিনী।,52,8,statement,literary,70.0,12k.txt
08224,মাথার মাঝে শূন্য আলপথের মতো খাঁ খাঁ করছে বিবর্ণ সিঁথি।,54,10,statement,literary,70.0,12k.txt
08225,হাবুডুবু খেতে থাকা দুটো মানুষ চকিতে দরজার দিকে তাকায়।,54,9,statement,literary,70.0,12k.txt
08226,তারপরেই ক্যামেরাসমেত গোটা দৃশ্যটাই তুমুল নড়েচড়ে ওঠে।,54,7,statement,literary,70.0,12k.txt
08227,আরে ছাড়ো ছাড়ো কী করছ?,23,5,question,literary,70.0,12k.txt
08228,ঋতমের চোখের বালি শেষ হলে মিন্টুর ছবিটার ডাবিং বাকি।,51,9,statement,literary,70.0,12k.txt
08229,আবারও একটা রোমান্টিক হাসি ছুড়ে দিয়ে তন্ময় বলল,48,8,statement,literary,70.0,12k.txt
08230,বন্দনা দূরে দাঁড়িয়ে দেখল শান্তনুর চোয়ালদুটো যত শক্ত হচ্ছে তন্ময়কে নিয়ে আত্রেয়ীর আদিখ্যেতা আরও বাড়ছে।,107,15,statement,literary,70.0,12k.txt
08231,কারওর কাছ থেকে ছবি তোলার কোনো অ্যাসাইনমেন্ট পাওয়ার কথা ছিল।,60,10,statement,literary,70.0,12k.txt
08232,কারণ ও শটগুলো এত ভালো দিয়েছে বলেই এক টেকে ওকে হয়েছে।,54,11,statement,literary,70.0,12k.txt
08233,এরপর থেকে ম্যাডামের বাড়িতে তন্ময়ের আনাগোনা লেগেই থাকত।,56,8,statement,literary,70.0,12k.txt
08234,দীর্ঘশ্বাস ফেলে চোখ বুজে খানিক ভেবেও এক বর্ণ মনে পড়ল না।,57,11,statement,literary,70.0,12k.txt
08235,ইনফ্যাক্ট উনি কোথায় থাকবেন সেটাও ম্যাডামকে জানাননি।,52,7,statement,literary,70.0,12k.txt
08236,প্রশ্নের বিরতি পেয়ে বন্দনা বলল,31,5,statement,literary,70.0,12k.txt
08237,সোমদত্তাও প্রশ্নটা করতে দেরি করল না,35,6,statement,literary,70.0,12k.txt
08238,ঠিক তখনই দূর থেকে একটা মহিলার গলা ভেসে এল,41,9,statement,literary,70.0,12k.txt
08239,ভোররাত থেকে সেই যে ঝাঁপিয়ে নেমেছে তার আর বিরাম নেই।,52,10,statement,literary,70.0,12k.txt
08240,এই বাড়িতে তন্ময়কে অবাধ বিচরণের অধিকার ম্যাডামই দিয়েছে।,57,8,statement,literary,70.0,12k.txt
08241,আর দেরি না করে ঝটপট বাথরুমে ঢুকে টাওয়েলটা নিয়ে নিল।,53,10,statement,literary,70.0,12k.txt
08242,কোমরে বাঁধা দড়ির গিট আলগা করে প্যান্টটাও ছেড়ে ফেলে।,53,9,statement,literary,70.0,12k.txt
08243,এ কী করছেন আপনি?,16,4,question,literary,70.0,12k.txt
08244,বন্দনা থরথর করে কাঁপতে কাঁপতে গলা তুলে বলে ওঠে,46,9,statement,literary,70.0,12k.txt
08245,খিকখিক করে দু-পাশে ঘাড় দুলিয়ে তন্ময় বলে,42,7,statement,literary,70.0,12k.txt
08246,এই ভাবনাগুলো যখন মাথায় ভিড় করে তখন ভীষণ,41,8,statement,literary,70.0,12k.txt
08247,নিজেকে একটু ঝেড়ে নিয়ে চেয়ারে সোজা হয়ে বসল সায়ন।,52,9,statement,literary,70.0,12k.txt
08248,মানে জাস্ট ব্ল্যাকমেল করে অনেক টাকা কামিয়ে নেওয়া এই আর কী।,60,11,statement,literary,70.0,12k.txt
08249,এখানে অন্য সাধারণ মানুষ হলে ভাবত একটা ফেজ হয়তো চলে গেছে।,57,11,statement,literary,70.0,12k.txt
08250,সেটাকে ডানহাতের তালুতে পেঁচিয়ে ঘরের দরজার দিকে তাকান।,54,8,statement,literary,70.0,12k.txt
08251,মোবাইলের আলোটা নিয়ে ধীর পায়ে দরজার কাছে চলে আসেন।,51,9,statement,literary,70.0,12k.txt
08252,পাশের ঘরে আলো ফেলে দেখল সেখানেও চেয়ার টেবিল কিছু নেই।,54,10,statement,literary,70.0,12k.txt
08253,কী হল বলো তো বউদি?,18,5,question,literary,70.0,12k.txt
08254,মৃন্ময়ী মশারির বাইরে বেরিয়ে এসে মুনাইকে জড়িয়ে ধরে।,54,8,statement,literary,70.0,12k.txt
08255,মৃন্ময়ী জিজ্ঞেস করে মুনাইকে,28,4,statement,literary,70.0,12k.txt
08256,দুজনের চোখের মণি অবিরত কাউকে যেন খুঁজে চলেছে মরিয়া হয়ে।,57,10,statement,literary,70.0,12k.txt
08257,মনে করতে না চাইলেও সেই বীভৎস মুখটা পিছু ছাড়ছে না মুনাইয়ের।,60,11,statement,literary,70.0,12k.txt
08258,মুনাই আর মৃন্ময়ী ঠিক করে ওঁ ধ্বনিটাও উচ্চারণ করতে পারছে না।,60,11,statement,literary,70.0,12k.txt
08259,মুনাইয়ের দুটো পা-ই পিছলে সিঁড়িতে দুটো ধাপ নেমে যায়।,54,9,statement,literary,70.0,12k.txt
08260,সোনাইকে কোলে নিয়েই সামনের দিকে ঝুঁকে দু-পা এগিয়ে যায় সে।,59,10,statement,literary,70.0,12k.txt
08261,আচমকাই একটা লাফ মেরে মৃন্ময়ী কোথাও একটা উঠে দাঁড়ায়।,54,9,statement,literary,70.0,12k.txt
08262,সে তার ছেলেকে নিয়ে কারও একটা ভারী শরীরের ওপর পড়েছে।,53,10,statement,literary,70.0,12k.txt
08263,কোনোরকমে উঠে বসেই পাগলের মতো সোনাইকে জড়িয়ে ধরে সে।,52,9,statement,literary,70.0,12k.txt
08264,মুনাইয়ের কথায় নীলাম্বর হালকা হেসে বলল,39,6,statement,literary,70.0,12k.txt
08265,মুনাই অবাক হয়ে প্রশ্ন করল,26,5,statement,literary,70.0,12k.txt
08266,তারপর বাকি সুতোটা ছিঁড়ে কাঁধের ঝোলা ব্যাগে রেখে দেন।,53,9,statement,literary,70.0,12k.txt
08267,আত্রেয়ীর ছবিটার দিকে তাকিয়েই বলল,34,5,statement,literary,70.0,12k.txt
08268,এবার সায়নের কথার ওপর দিয়ে অবনীশ বলে উঠল,41,8,statement,literary,70.0,12k.txt
08269,কোনো মানুষের চোখ এমন হয় না যদি না সে লেন্স পরে থাকে।,53,12,statement,literary,70.0,12k.txt
08270,কাল নিজেদের বাড়িতে মিহির সরখেলের স্ত্রী আর সন্তান প্রায় পুড়ে মড়ার হাত থেকে বেঁচেছে।,87,14,statement,literary,70.0,12k.txt
